Date and Time (UTC),Receiver,Transmitter,Transmitter Name,Transmitter Serial,Sensor Value,Sensor Unit,Station Name,Latitude,Longitude,Transmitter Type,Sensor Precision
2022-03-15 20:19:05,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-15 20:31:02,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-15 20:31:35,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-15 20:34:50,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-15 20:35:23,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-15 20:35:55,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-15 20:37:00,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-15 20:38:06,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-15 20:39:11,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-16 06:57:08,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-16 06:57:41,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-16 06:58:13,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-16 07:00:24,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-16 19:50:56,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-16 19:51:29,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-16 20:07:46,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-16 20:08:19,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-16 20:08:51,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-16 20:09:24,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-16 20:11:02,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-16 20:11:34,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-16 20:12:07,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-16 20:12:39,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-16 20:13:12,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-16 20:13:45,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-16 20:14:50,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-16 20:15:22,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-16 20:15:55,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-16 20:16:27,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-16 20:17:00,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-16 20:17:33,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-16 20:18:05,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-16 20:18:38,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-16 20:19:10,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-16 20:19:43,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-16 20:22:26,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-16 20:22:58,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-16 20:23:31,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-16 20:24:04,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-16 20:24:36,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-16 20:25:09,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-16 20:25:41,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-16 20:26:14,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-16 20:26:47,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-16 20:27:19,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-16 20:27:52,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-16 20:28:24,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-16 20:28:57,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-16 20:29:29,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-16 20:30:02,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-16 20:30:35,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-16 20:31:07,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-16 20:31:40,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-16 20:32:12,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-16 20:32:45,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-16 20:33:18,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-16 20:33:50,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-16 20:34:23,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-16 20:34:55,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-16 20:43:04,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-16 20:43:37,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-16 20:44:09,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-16 20:45:14,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-16 20:47:25,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-16 20:49:02,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-16 20:52:50,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-16 20:53:23,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-16 20:53:56,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-16 20:54:28,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-16 20:55:01,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-16 20:55:33,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-16 20:56:06,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-16 21:03:42,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-16 21:04:15,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-16 21:04:47,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-16 21:05:20,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-16 21:05:52,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-16 21:06:25,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-16 21:06:58,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-16 21:07:30,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-16 21:08:03,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-17 22:03:02,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-17 22:05:45,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-17 22:06:18,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
2022-03-17 22:06:50,VR2W-127731,A69-1601-7798,,,,,Beverburcht links
